Sr. No.,Company name,ISIN,BSE Symbol,BSE avg,NSE Symbol,NSE avg,MSE Symbol,MSE,Avg,"Categorization",,
1365,RAJRATAN GLOBAL WIRE LTD,INE451D01011,RAJGLOWIR, 257.66 ,,,,, 257.66 ,Small Cap,,
1366,"DOLAT INVESTMENTS LTD.,",INE966A01022,DOLAT, 257.15 ,,,,, 257.15 ,Small Cap,,
1367,GAMMON INFRASTRUCTURE PROJECTS LIMITED,INE181G01025,GAMMNINFRA, 257.22 ,GAMMNINFRA, 256.80 ,,, 257.01 ,Small Cap,,
1368,COMPUAGE INFOCOM LTD,INE070C01037,COMPUAGE, 256.38 ,COMPINFO, 256.76 ,,, 256.57 ,Small Cap,,
1369,SATIA INDUSTRIES LIMITED,INE170E01015,SATIA, 255.32 ,,,,, 255.32 ,Small Cap,,
1370,SINCLAIRS HOTELS  LTD,INE985A01014,SINCLAIR, 254.54 ,,,,, 254.54 ,Small Cap,,
1371,MAHA RASHTRA APEX CORPORATION LTD,INE843B01013,MAHAPEXLTD, 235.70 ,MAHAPEXLTD, 272.83 ,,, 254.27 ,Small Cap,,
1372,THE MANDHANA RETAIL VENTURES LIMITED,INE759V01019,TMRVL, 253.84 ,TMRVL, 253.87 ,,, 253.86 ,Small Cap,,
1373,VERUM PROPERTIES LIMITED,INE501R01013,,,,,VPL, 253.43 , 253.43 ,Small Cap,,
1374,SHARE INDIA SECURITIES LIMITED,INE932X01018,SISL, 253.00 ,,,,, 253.00 ,Small Cap,,
1375,AYM SYNTEX LIMITED,INE193B01039,AYMSYNTEX, 256.37 ,AYMSYNTEX, 249.01 ,,, 252.69 ,Small Cap,,
1376,SHANTI EDUCATIONAL INITIATIVES LIMITED,INE440T01010,SEIL, 252.62 ,,,,, 252.62 ,Small Cap,,
1377,"ARIES AGRO LIMITED,",INE298I01015,ARIES, 252.06 ,ARIES, 251.89 ,,, 251.98 ,Small Cap,,
1378,TRF LTD,INE391D01019,TRF, 250.97 ,TRF, 251.14 ,,, 251.05 ,Small Cap,,
1379,LYCOS INTERNET LIMITED,INE425B01027,LYCOS, 251.35 ,LYCOS, 250.57 ,,, 250.96 ,Small Cap,,
1380,MANGALAM DRUGS AND ORGANICS LTD.,INE584F01014,MANGALAM, 250.49 ,MANGALAM, 250.18 ,,, 250.34 ,Small Cap,,
1381,ARIHANT CAPITAL MARKETS LTD.,INE420B01028,ARIHCAPM, 250.02 ,,,,, 250.02 ,Small Cap,,
1382,"VISHVJYOTI TRADING LTD.,",INE025N01020,VISJYTR, 249.26 ,,,,, 249.26 ,Small Cap,,
1383,"MILKFOOD LTD.,",INE588G01013,MLKFOOD, 248.82 ,,,,, 248.82 ,Small Cap,,
1384,MUKTA AGRICULTURE LIMITED,INE160O01031,MUKTA, 248.61 ,,,,, 248.61 ,Small Cap,,
1385,JAY USHIN LTD.,INE289D01015,JAYUSH, 246.73 ,,,,, 246.73 ,Small Cap,,
1386,KAMAT HOTELS (INDIA) LTD.,INE967C01018,KAMATHOTEL, 246.57 ,KAMATHOTEL, 246.58 ,,, 246.58 ,Small Cap,,
1387,ECE INDUSTRIES LTD.,INE588B01014,,,ECEIND, 245.99 ,,, 245.99 ,Small Cap,,
1388,MSR INDIA   LIMITED,INE331L01026,MSRINDIA, 245.92 ,,,,, 245.92 ,Small Cap,,
1389,BLACK ROSE INDUSTRIES LTD,INE761G01016,BLACKROSE, 245.22 ,,,,, 245.22 ,Small Cap,,
1390,LAKSHMI MILLS COMPANY LTD,INE938C01019,LAKSHMIMIL, 244.83 ,,,,, 244.83 ,Small Cap,,
1391,SHYAM CENTURY FERROUS LIMITED,INE979R01011,SCFL, 245.41 ,SHYAMCENT, 244.19 ,,, 244.80 ,Small Cap,,
1392,GAYATRI HIGHWAYS LTD,INE287Z01012,GAYAHWS, 243.25 ,GAYAHWS, 243.25 ,,, 243.25 ,Small Cap,,
1393,SKM EGG PRODUCTS EXPORTS (INDIA) LT,INE411D01015,SKMEGGPROD, 243.07 ,SKMEGGPROD, 243.12 ,,, 243.09 ,Small Cap,,
1394,DHUNSERI INVESTMENTS LTD,INE320L01011,DHUNINV, 243.17 ,DHUNINV, 242.11 ,,, 242.64 ,Small Cap,,
1395,"SIMPLEX TRADING & AGENCIES LTD.,",INE518H01018,SMPLXTR, 242.25 ,,,,, 242.25 ,Small Cap,,
1396,VELJAN DENISON LIMITED,INE232E01013,DENISON, 241.80 ,,,,, 241.80 ,Small Cap,,
1397,SAKSOFT LIMITED,INE667G01015,SAKSOFT, 236.12 ,SAKSOFT, 247.28 ,,, 241.70 ,Small Cap,,
1398,KRITI INDUSTRIES (INDIA) LTD.,INE479D01038,KRITIIND, 240.95 ,,,,, 240.95 ,Small Cap,,
1399,NAHAR CAPITAL & FINANCIAL SERVICES LTD.,INE049I01012,NAHARCAP, 239.97 ,NAHARCAP, 239.79 ,,, 239.88 ,Small Cap,,
1400,LASA SUPERGENERICS LIMITED,INE670X01014,LASA, 239.35 ,LASA, 239.20 ,,, 239.27 ,Small Cap,,
1401,"SCOOTERS INDIA LTD.,",INE959E01011,SCOOTER, 239.25 ,,,,, 239.25 ,Small Cap,,
1402,TILAKNAGAR INDUSTRIES LTD,INE133E01013,TI, 239.08 ,TI, 238.97 ,,, 239.03 ,Small Cap,,
1403,ZIM LABORATORIES LIMITED,INE518E01015,ZIMLAB, 238.70 ,,,,, 238.70 ,Small Cap,,
1404,"INDUSTRIAL INVESTMENT TRUST LTD.,",INE886A01014,IITL, 242.74 ,IITL, 232.39 ,,, 237.56 ,Small Cap,,
1405,STAMPEDE CAPITAL LIMITED,INE224E01028,STAMPEDE, 238.62 ,STAMPEDE, 236.50 ,,, 237.56 ,Small Cap,,
1406,IRIS MEDIAWORKS LTD,INE974C01022,CHANNELG, 237.06 ,,,,, 237.06 ,Small Cap,,
1407,MAURIA UDYOG LIMITED,INE150D01019,MUL, 235.22 ,,,,, 235.22 ,Small Cap,,
1408,WEBSOL ENERGY SYSTEM LIMITED,INE855C01015,WEBELSOLAR, 236.93 ,WEBELSOLAR, 228.82 ,,, 232.87 ,Small Cap,,
1409,K.P. ENERGY LIMITED,INE127T01013,KPEL, 231.68 ,,,,, 231.68 ,Small Cap,,
1410,DHUNSERI TEA & INDUSTRIES LTD,INE341R01014,DHUNTEAIND, 231.34 ,DTIL, 230.89 ,,, 231.12 ,Small Cap,,
1411,SMARTLINK HOLDINGS LIMITED,INE178C01020,SMARTLINK, 230.34 ,SMARTLINK, 230.37 ,,, 230.36 ,Small Cap,,
1412,BHAGIRADHA CHEMICALS AND INDUSTRIES,INE414D01019,BHAGCHEM, 229.71 ,,,,, 229.71 ,Small Cap,,
1413,TECHNOFAB ENGINEERING LIMITED,INE509K01011,TECHNOFAB, 229.66 ,TECHNOFAB, 228.78 ,,, 229.22 ,Small Cap,,
1414,NILE LTD.,INE445D01013,NILE, 229.07 ,,,,, 229.07 ,Small Cap,,
1415,PASUPATI ACRYLON LTD.,INE818B01023,PASUPTAC, 229.03 ,,,,, 229.03 ,Small Cap,,
1416,PITTI ENGINEERING LIMITED,INE450D01021,PITTIENG, 199.72 ,PITTIENG, 258.21 ,,, 228.97 ,Small Cap,,
1417,KAKATIYA CEMENT SUGAR & INDUSTRIES LTD.,INE437B01014,KAKATCEM, 228.87 ,KAKATCEM, 228.92 ,,, 228.89 ,Small Cap,,
1418,FEDDERS ELECTRIC AND ENGINEERING LIMITED,INE249C01011,FEDDERELEC, 228.71 ,FEDDERELEC, 228.79 ,,, 228.75 ,Small Cap,,
1419,KOHINOOR FOODS LTD,INE080B01012,KOHINOOR, 228.71 ,KOHINOOR, 228.63 ,,, 228.67 ,Small Cap,,
1420,MAJESTIC RESEARCH SERVICES AND SOLUTIONS LIMITED,INE196R01012,MRSS, 227.54 ,,,,, 227.54 ,Small Cap,,
1421,UTTAM GALVA STEELS LTD.,INE699A01011,UTTAMSTL, 226.97 ,UTTAMSTL, 226.22 ,,, 226.59 ,Small Cap,,
1422,"SHREYANS INDUSTRIES LIMITED.,",INE231C01019,SHREYANIND, 226.51 ,SHREYANIND, 226.56 ,,, 226.54 ,Small Cap,,
1423,JMT AUTO LTD,INE988E01036,JMTAUTOLTD, 225.62 ,JMTAUTOLTD, 224.65 ,,, 225.14 ,Small Cap,,
1424,JUBILANT INDUSTRIES LIMITED,INE645L01011,JUBLINDS, 224.92 ,JUBLINDS, 224.49 ,,, 224.71 ,Small Cap,,
1425,CINELINE INDIA LIMITED,INE704H01022,CINELINE, 224.12 ,CINELINE, 224.18 ,,, 224.15 ,Small Cap,,
1426,SIGNET INDUSTRIES LIMITED,INE529F01027,SIGNETIND, 223.59 ,SIGNET, 223.15 ,,, 223.37 ,Small Cap,,
1427,BIMETAL BEARINGS LTD,INE469A01019,BIMETAL, 223.01 ,,,,, 223.01 ,Small Cap,,
1428,ZEAL AQUA LIMITED,INE819S01017,ZEAL, 222.96 ,,,,, 222.96 ,Small Cap,,
1429,"POLSON LTD.,",INE339F01021,POLSON, 222.84 ,,,,, 222.84 ,Small Cap,,
1430,"ALBERT DAVID LTD.,",INE155C01010,ALBERTDA, 221.36 ,ALBERTDAVD, 221.48 ,,, 221.42 ,Small Cap,,
1431,WINTAC LTD.,INE812C01016,WINTAC, 220.49 ,,,,, 220.49 ,Small Cap,,
1432,SAKTHI SUGARS LTD.,INE623A01011,SAKHTISUG, 220.43 ,SAKHTISUG, 220.48 ,,, 220.46 ,Small Cap,,
1433,KIRLOSKAR ELECTRIC COMPANY LTD.,INE134B01017,KECL, 220.33 ,KECL, 220.34 ,,, 220.34 ,Small Cap,,
1434,"HIND RECTIFIERS LTD.,",INE835D01023,HIRECT, 220.13 ,HIRECT, 220.19 ,,, 220.16 ,Small Cap,,
1435,SUNSHIELD CHEMICALS LTD.,INE199E01014,SUNSHIEL, 219.98 ,,,,, 219.98 ,Small Cap,,
1436,INDUSTRIAL & PRUDENTIAL INV. CO. LT,INE620D01011,INDPRUD, 219.35 ,,,,, 219.35 ,Small Cap,,
1437,NOIDA TOLL BRIDGE COMPANY LTD,INE781B01015,NOIDATOLL, 219.45 ,NOIDATOLL, 219.18 ,,, 219.31 ,Small Cap,,
1438,SVARNIM TRADE UDYOG LIMITED,INE730R01034,,,,,SVARNIM, 219.08 , 219.08 ,Small Cap,,
1439,INDIAN ACRYLICS LTD,INE862B01013,INDIANACRY, 218.94 ,,,,, 218.94 ,Small Cap,,
1440,CORAL LABORATORIES LTD.,INE683E01017,CORALAB, 218.69 ,,,,, 218.69 ,Small Cap,,
1441,CONSOLIDATED FINVEST & HOLDINGS LTD.,INE025A01027,,,CONSOFINVT, 218.67 ,,, 218.67 ,Small Cap,,
1442,KREBS BIOCHEMICALS & INDUSTRIES LTD.,INE268B01013,KREBSBIO, 215.67 ,KREBSBIO, 221.62 ,,, 218.65 ,Small Cap,,
1443,RCI INDUSTRIES & TECHNOLOGIES LIMITED,INE140B01014,RCIIND, 218.36 ,,,,, 218.36 ,Small Cap,,
1444,KARDA CONSTRUCTIONS LIMITED,INE278R01018,KARDA, 218.11 ,KARDA, 218.47 ,,, 218.29 ,Small Cap,,
1445,GINNI FILAMENTS LTD.,INE424C01010,GINNIFILA, 218.28 ,GINNIFILA, 218.25 ,,, 218.27 ,Small Cap,,
1446,MANAKSIA STEELS LIMITED,INE824Q01011,MANAKSTELTD, 217.64 ,MANAKSTEEL, 217.86 ,,, 217.75 ,Small Cap,,
1447,HALDYN GLASS   LIMITED,INE506D01020,HALDYNGL, 217.50 ,,,,, 217.50 ,Small Cap,,
1448,DEE KARTAVYA FINANCE LTD.,INE219N01011,DKARTAV, 217.46 ,,,,, 217.46 ,Small Cap,,
1449,STEEL EXCHANGE INDIA LTD.,INE503B01013,STEELXIND, 217.39 ,STEELXIND, 217.32 ,,, 217.36 ,Small Cap,,
1450,SHERVANI INDUSTRIAL SYNDICATE LTD,INE011D01013,SHERVANI, 216.94 ,,,,, 216.94 ,Small Cap,,
1451,TIGER LOGISTICS (INDIA) LIMITED,INE906O01011,TIGERLOGS, 216.85 ,,,,, 216.85 ,Small Cap,,
1452,DE NORA INDIA LIMITED,INE244A01016,DENORA, 219.69 ,DENORA, 209.87 ,,, 214.78 ,Small Cap,,
1453,INVESTMENT & PRECISION CASTINGS LTD,INE155E01016,INVPREC, 214.44 ,,,,, 214.44 ,Small Cap,,
1454,COUNTRY CLUB HOSPITALITY & HOLIDAYS LTD,INE652F01027,CCHHL, 213.96 ,CCHHL, 213.71 ,,, 213.84 ,Small Cap,,
1455,BIRLA CABLE LIMITED,INE800A01015,BIRLACABLE, 214.00 ,BIRLACABLE, 213.66 ,,, 213.83 ,Small Cap,,
1456,ELGI RUBBER COMPANY LTD.,INE819L01012,,,ELGIRUBCO, 213.59 ,,, 213.59 ,Small Cap,,
1457,GOKUL REFOILS AND SOLVENT LIMITED,INE020J01029,GOKUL, 213.75 ,GOKUL, 213.29 ,,, 213.52 ,Small Cap,,
1458,CAREER POINT LIMITED,INE521J01018,CAREERP, 213.26 ,CAREERP, 213.28 ,,, 213.27 ,Small Cap,,
1459,PARAMOUNT COMMUNICATIONS LTD.,INE074B01023,PARACABLES, 213.34 ,PARACABLES, 213.18 ,,, 213.26 ,Small Cap,,
1460,SHREE GLOBAL  TRADEFIN  L T D..,INE080I01025,SHRGLTR, 212.86 ,,,,, 212.86 ,Small Cap,,
1461,SUPER SALES INDIA LTD.,INE091C01017,SUPER, 212.53 ,,,,, 212.53 ,Small Cap,,
1462,KRITI NUTRIENTS LTD,INE798K01010,KRITINUT, 212.27 ,,,,, 212.27 ,Small Cap,,
1463,DYNEMIC PRODUCTS LTD.,INE256H01015,DYNPRO, 211.82 ,DYNPRO, 211.56 ,,, 211.69 ,Small Cap,,
1464,MODISON METALS LTD,INE737D01021,MODISNME, 211.59 ,,,,, 211.59 ,Small Cap,,
1465,AVANTEL LIMITED,INE005B01019,AVANTEL, 211.42 ,,,,, 211.42 ,Small Cap,,
1466,FOMENTO RESORTS & HOTELS LTD.,INE241E01014,FOMEHOT, 210.83 ,,,,, 210.83 ,Small Cap,,
1467,ALLIANCE INTEGRATED METALIKS LIMITED,INE123D01016,AIML, 210.72 ,,,,, 210.72 ,Small Cap,,
1468,EXCEL REALTY N INFRA LIMITED,INE688J01015,EXCEL, 211.32 ,EXCEL, 209.96 ,,, 210.64 ,Small Cap,,
1469,"OSCAR INVESTMENTS LTD.,",INE221D01018,OSCAR, 209.73 ,,,,, 209.73 ,Small Cap,,
1470,GOODLUCK INDIA LIMITED,INE127I01024,GOODLUCK, 210.50 ,GOODLUCK, 208.09 ,,, 209.29 ,Small Cap,,
1471,BIGBLOC CONSTRUCTION LIMITED,INE412U01017,BIGBLOC, 209.15 ,BIGBLOC, 209.06 ,,, 209.11 ,Small Cap,,
1472,RADHA MADHAV CORPORATION LTD.,INE172H01014,RMCL, 210.81 ,RMCL, 205.50 ,,, 208.15 ,Small Cap,,
1473,HIMALAYA FOOD INTERNATIONAL LIMITED,INE552B01010,HFIL, 208.02 ,,,,, 208.02 ,Small Cap,,
1474,UGAR SUGAR WORKS LTD.,INE071E01023,UGARSUGAR, 206.73 ,UGARSUGAR, 206.56 ,,, 206.65 ,Small Cap,,
1475,"PIX TRANSMISSIONS LTD.,",INE751B01018,PIXTRANS, 204.81 ,,,,, 204.81 ,Small Cap,,
1476,PRIMA PLASTICS LTD.,INE573B01016,PRIMAPLA, 204.75 ,,,,, 204.75 ,Small Cap,,
1477,MONARCH NETWORTH CAPITAL LIMITED,INE903D01011,MONARCH, 203.96 ,,,,, 203.96 ,Small Cap,,
1478,T T LTD,INE592B01016,TTL, 203.80 ,TTL, 204.11 ,,, 203.95 ,Small Cap,,
1479,"IVP LTD.,",INE043C01018,IVP, 204.05 ,IVP, 203.83 ,,, 203.94 ,Small Cap,,
1480,BKM INDUSTRIES LIMITED,INE831Q01016,BKMINDST, 203.73 ,BKMINDST, 203.49 ,,, 203.61 ,Small Cap,,
1481,"VINYL CHEMICALS (INDIA) LTD.,",INE250B01029,VINYLINDIA, 203.62 ,VINYLINDIA, 203.36 ,,, 203.49 ,Small Cap,,
1482,CANTABIL RETAIL INDIA LIMITED,INE068L01016,CANTABIL, 203.06 ,CANTABIL, 203.80 ,,, 203.43 ,Small Cap,,
1483,STEL HOLDINGS LIMITED,INE577L01016,STEL, 202.33 ,STEL, 202.44 ,,, 202.38 ,Small Cap,,
1484,"J.L. MORISON (INDIA) LTD.,",INE430D01015,JLMORI, 201.96 ,,,,, 201.96 ,Small Cap,,
1485,BCL INDUSTRIES LIMITED ,INE412G01016,BCLIL, 201.80 ,,,,, 201.80 ,Small Cap,,
1486,MAWANA SUGARS LTD,INE636A01039,MAWANASUG, 201.80 ,MAWANASUG, 201.75 ,,, 201.78 ,Small Cap,,
1487,"MODI RUBBER LTD.,",INE832A01018,MODIRUBBER, 231.14 ,MODIRUBBER, 171.28 ,,, 201.21 ,Small Cap,,
1488,PRABHAT TELECOMS (INDIA) LIMITED,INE171P01019,PTIL, 199.91 ,,,,, 199.91 ,Small Cap,,
1489,KHEMANI DISTRIBUTORS & MARKETING LIMITED,INE030U01025,KDML, 199.87 ,,,,, 199.87 ,Small Cap,,
1490,INDO TECH TRANSFORMERS LIMITED,INE332H01014,INDOTECH, 198.47 ,INDOTECH, 198.50 ,,, 198.48 ,Small Cap,,
1491,ELECTROTHERM (INDIA) LTD,INE822G01016,ELECTHERM, 197.76 ,ELECTHERM, 198.01 ,,, 197.88 ,Small Cap,,
1492,CEINSYS TECH LIMITED,INE016Q01014,CEINSYSTECH, 197.79 ,,,,, 197.79 ,Small Cap,,
1493,CONSOLIDATED CONSTRUCTION CONSORTIUM LTD,INE429I01024,CCCL, 196.55 ,CCCL, 196.60 ,,, 196.58 ,Small Cap,,
1494,BELLA CASA FASHION & RETAIL LIMITED,INE344T01014,BELLACASA, 196.14 ,,,,, 196.14 ,Small Cap,,
1495,ADOR FONTECH LTD,INE853A01022,ADORFO, 196.07 ,,,,, 196.07 ,Small Cap,,
1496,NITTA GELATIN INDIA LTD,INE265B01019,NITTAGELA, 195.34 ,,,,, 195.34 ,Small Cap,,
1497,"TRITON VALVES LTD.,",INE440G01017,TRITONV, 194.95 ,,,,, 194.95 ,Small Cap,,
1498,ARCHIDPLY INDUSTRIES LIMITED,INE877I01016,ARCHIDPLY, 194.77 ,ARCHIDPLY, 194.87 ,,, 194.82 ,Small Cap,,
1499,YANTRA NATURAL RESOURCES LIMITED,INE903B01023,YANTRA, 194.70 ,,,,, 194.70 ,Small Cap,,
1500,UMANG DAIRIES LIMITED,INE864B01027,UMANGDAIR, 194.02 ,UMANGDAIRY, 194.08 ,,, 194.05 ,Small Cap,,
1501,ARMAN FINANCIAL SERVICES LIMITED,INE109C01017,ARMANFIN, 194.34 ,ARMANFIN, 193.53 ,,, 193.94 ,Small Cap,,
1502,CHD DEVELOPERS LTD,INE659B01021,CHDDLTD, 193.34 ,,,,, 193.34 ,Small Cap,,
1503,APOLLO SINDOORI HOTELS LTD.,INE451F01016,,,APOLSINHOT, 193.10 ,,, 193.10 ,Small Cap,,
1504,ABM KNOWLEDGEWARE LTD.,INE850B01026,ABMKNO, 192.74 ,,,,, 192.74 ,Small Cap,,
1505,THE UNITED NILGIRI TEA ESTATES COMPANY LTD.,INE458F01011,,,UNITEDTEA, 192.37 ,,, 192.37 ,Small Cap,,
1506,POLYGENTA TECHNOLOGIES LTD.,INE441D01020,POLTC, 192.26 ,,,,, 192.26 ,Small Cap,,
1507,CIMMCO LTD,INE184C01028,CIMMCO, 194.58 ,CIMMCO, 189.51 ,,, 192.05 ,Small Cap,,
1508,SHRI JAGDAMBA POLYMERS LTD,INE564J01026,SHRJAGP, 191.89 ,,,,, 191.89 ,Small Cap,,
1509,BAMBINO AGRO INDUSTRIES LTD,INE921D01013,BAMBINO, 190.62 ,,,,, 190.62 ,Small Cap,,
1510,INTEGRA ENGINEERING INDIA LTD.,INE984B01023,INTEGRAEN, 190.51 ,,,,, 190.51 ,Small Cap,,
1511,TCI DEVELOPERS LIMITED,INE662L01016,TCIDEVELOP, 187.17 ,TCIDEVELOP, 192.09 ,,, 189.63 ,Small Cap,,
1512,NICCO PARKS AND RESORTS LTD.,INE653C01022,NICCOPAR, 189.00 ,,,,, 189.00 ,Small Cap,,
1513,FRESHTROP FRUITS LTD.,INE795D01011,FRSHTRP, 188.51 ,,,,, 188.51 ,Small Cap,,
1514,KANPUR PLASTIPACK LIMITED,INE694E01014,KANPRPLA, 187.83 ,,,,, 187.83 ,Small Cap,,
1515,LKP FINANCE LIMITED,INE724A01017,LKPFIN, 187.81 ,,,,, 187.81 ,Small Cap,,
1516,B.C. POWER CONTROLS LIMITED,INE905P01028,BCP, 187.24 ,,,,, 187.24 ,Small Cap,,
1517,JCT LTD,INE945A01026,JCTLTD$, 185.88 ,,,,, 185.88 ,Small Cap,,
1518,FAZE THREE LTD.,INE963C01033,FAZE3, 185.48 ,,,,, 185.48 ,Small Cap,,
1519,"BANSWARA SYNTEX LTD.,",INE629D01012,BANSWRAS, 185.06 ,BANSWRAS, 184.82 ,,, 184.94 ,Small Cap,,
1520,"INTERNATIONAL CONVEYORS LTD.,",INE575C01027,INTLCONV, 184.91 ,,,,, 184.91 ,Small Cap,,
1521,SUNDARAM BRAKE LININGS LTD,INE073D01013,SUNDRMBRAK, 150.91 ,SUNDRMBRAK, 218.49 ,,, 184.70 ,Small Cap,,
1522,MANGALAM ORGANICS LIMITED,INE370D01013,MANORG, 183.02 ,,,,, 183.02 ,Small Cap,,
1523,SOUTH INDIA PAPER MILLS LTD.,INE088G01014,STHINPA-B, 182.66 ,,,,, 182.66 ,Small Cap,,
1524,REVATHI EQUIPMENT LTD.,INE617A01013,REVATHI, 182.64 ,REVATHI, 182.22 ,,, 182.43 ,Small Cap,,
1525,"DCM LTD.,",INE498A01018,DCM, 182.19 ,DCM, 182.18 ,,, 182.19 ,Small Cap,,
1526,CYBERTECH SYSTEMS AND SOFTWARE LTD.,INE214A01019,CYBERTECH, 182.18 ,CYBERTECH, 182.09 ,,, 182.13 ,Small Cap,,
1527,GOLDIAM INTERNATIONAL LTD.,INE025B01017,GOLDIAM, 180.55 ,GOLDIAM, 180.00 ,,, 180.27 ,Small Cap,,
1528,GLOBAL VECTRA HELICORP LTD.,INE792H01019,GLOBALVECT, 180.19 ,GLOBALVECT, 180.18 ,,, 180.18 ,Small Cap,,
1529,"INDO BORAX & CHEMICALS LTD.,",INE803D01013,INDOBORAX, 180.14 ,,,,, 180.14 ,Small Cap,,
1530,"MURUDESHWAR CERAMICS LTD.,",INE692B01014,MURUDCERA, 179.88 ,MURUDCERA, 179.84 ,,, 179.86 ,Small Cap,,
1531,NITESH ESTATES LIMITED,INE639K01016,NITESHEST, 179.48 ,NITESHEST, 179.23 ,,, 179.35 ,Small Cap,,
1532,GTL LTD,INE043A01012,GTL$, 179.03 ,GTL, 178.72 ,,, 178.88 ,Small Cap,,
1533,MALLCOM (INDIA) LTD.,INE389C01015,MALLCOM, 177.85 ,,,,, 177.85 ,Small Cap,,
1534,INTENSE TECHNOLOGIES,INE781A01025,INTENTECH, 177.84 ,INTENTECH, 177.63 ,,, 177.73 ,Small Cap,,
1535,SUPREME INFRASTRUCTURE INDIA LIMITED,INE550H01011,SUPREMEINF, 176.82 ,SUPREMEINF, 176.58 ,,, 176.70 ,Small Cap,,
1536,KARUTURI GLOBAL LIMITED,INE299C01024,KGL, 178.68 ,KGL, 173.96 ,,, 176.32 ,Small Cap,,
1537,GRP LIMITED,INE137I01015,GRPLTD, 176.47 ,GRPLTD, 176.03 ,,, 176.25 ,Small Cap,,
1538,SAYAJI INDUSTRIES LIMITED,INE327G01024,SAYAJIIND, 174.53 ,,,,, 174.53 ,Small Cap,,
1539,MADHUCON PROJECTS LTD.,INE378D01032,MADHUCON, 174.22 ,MADHUCON, 174.10 ,,, 174.16 ,Small Cap,,
1540,"HINDUSTAN ORGANIC CHEMICALS LTD.,",INE048A01011,HOCL, 172.84 ,,,,, 172.84 ,Small Cap,,
1541,FIRST FINANCIAL SERVICES LTD,INE141N01025,FIRFIN, 172.80 ,,,,, 172.80 ,Small Cap,,
1542,ZODIAC VENTURES LIMITED,INE945J01027,MONEYMAST, 171.72 ,,,,, 171.72 ,Small Cap,,
1543,SUMEET INDUSTRIES LTD,INE235C01010,SUMEETINDS, 166.16 ,SUMEETINDS, 176.98 ,,, 171.57 ,Small Cap,,
1544,COMPETENT AUTOMOBILES CO. LTD.,INE823B01015,COMPEAU, 171.45 ,,,,, 171.45 ,Small Cap,,
1545,RMG ALLOY STEEL LIMITED,INE731F01037,RMGALLOY, 171.22 ,,,,, 171.22 ,Small Cap,,
1546,NATIONAL FITTINGS LIMITED,INE643C01015,NATFIT, 171.21 ,,,,, 171.21 ,Small Cap,,
1547,MAHAVIR ADVANCED REMEDIES LIMITED,INE716N01016,MAHAREM, 171.13 ,,,,, 171.13 ,Small Cap,,
1548,GUJARAT NRE COKE LTD.,INE110D01013,GUJNRECOKE, 170.98 ,,,,, 170.98 ,Small Cap,,
1549,20 MICRONS LIMITED,INE144J01027,20MICRONS, 170.93 ,20MICRONS, 170.67 ,,, 170.80 ,Small Cap,,
1550,ESS DEE ALUMINIUM LIMITED,INE825H01017,ESSDEE, 170.28 ,ESSDEE, 169.76 ,,, 170.02 ,Small Cap,,
1551,"HINDUSTAN MOTORS LTD.,",INE253A01025,HINDMOTORS, 169.96 ,HINDMOTORS, 169.85 ,,, 169.90 ,Small Cap,,
1552,CORAL INDIA FINANCE AND HOUSING LTD,INE558D01021,CORALFINAC, 169.98 ,CORALFINAC, 169.63 ,,, 169.80 ,Small Cap,,
1553,"HARRISONS MALAYALAM LTD.,",INE544A01019,HARRMALAYA, 169.58 ,HARRMALAYA, 169.46 ,,, 169.52 ,Small Cap,,
1554,OK PLAY INDIA LTD.,INE870B01016,OKPLA, 168.42 ,,,,, 168.42 ,Small Cap,,
1555,BAID LEASING AND FINANCE CO.LTD.,INE020D01014,BALFC, 168.35 ,,,,, 168.35 ,Small Cap,,
1556,PRO FIN CAPITAL SERVICES LTD,INE732K01019,PROFINC, 167.77 ,,,,, 167.77 ,Small Cap,,
1557,CHARTERED LOGISTICS LTD,INE558F01026,CHLOGIST, 167.74 ,,,,, 167.74 ,Small Cap,,
1558,COROMANDEL ENGINEERING COMPANY LIMITED,INE312J01012,COROENGG, 167.23 ,,,,, 167.23 ,Small Cap,,
1559,OCEANAA BIOTEK INDUSTRIES LIMITED,INE732P01018,OBIL, 166.88 ,,,,, 166.88 ,Small Cap,,
1560,SHREE RAM URBAN INFRASTRUCTURE LTD,INE164H01011,SHREERAM, 166.81 ,,,,, 166.81 ,Small Cap,,
1561,MODERN INDIA LTD.,INE251D01023,MODERN, 166.25 ,,,,, 166.25 ,Small Cap,,
1562,LAKSHMI ELECTRICAL CONTROL SYSTEMS,INE284C01018,LAKSELEC, 166.18 ,,,,, 166.18 ,Small Cap,,
1563,"SAKTHI FINANCE LTD.,",INE302E01014,SAKTHIFIN, 166.10 ,,,,, 166.10 ,Small Cap,,
1564,VISA STEEL LIMITED,INE286H01012,VISA, 166.23 ,VISASTEEL, 165.93 ,,, 166.08 ,Small Cap,,
1565,INDITRADE CAPITAL LIMITED,INE347H01012,INDICAP, 166.07 ,,,,, 166.07 ,Small Cap,,
1566,VATSA MUSIC LTD,INE816A01011,VATSAMUS, 166.03 ,,,,, 166.03 ,Small Cap,,
1567,SAMBHAAV MEDIA LTD.,INE699B01027,SAMBHAAV, 167.51 ,SAMBHAAV, 163.48 ,,, 165.50 ,Small Cap,,
