name, bse_code, nse_code, industry, cmp, mcap, sales, np, pe, pe5, peg, p2bv, p2sales, ev2ebitda, ev, opm, d2e, dp, dp3, dy, roe3, roce3, cr, sales5, profit5, pledge, piotski, 
United Bank (I), 533171, UNITEDBNK, Banks - Public Sector, 8.05, 4.55, 0, 0, 5979.48, 11.93, -14.42, , 11.99, , 0.00, 3.01, 7.70, 1.22, -1822.25, 0.41, 13.30, 8779.25, 133503.03, 11498.88, 4070.96, -0.83, 0.52, 
UPL, 512070, UPL, Pesticides / Agrochemicals - Indian, 594.95, 53.30, 0, 0, 45455.55, 1.99, 22.56, 33.42, 20.19, 2.74, 22.95, 16.24, 388.10, 16.62, 1115.00, 2.56, 709.25, 25609.00, 71744.55, 14645.00, 14543.00, 11.01, 3.10, 
Varroc Engineer, 541578, VARROC, Auto Ancillaries, 447.65, 17.79, 0, 0, 6034.84, 0.79, 16.15, 13.81, 17.49, , 8.75, 13.61, 380.05, 9.46, 436.88, 5.93, 915.00, 11979.52, 8303.58, 3087.10, 3073.62, 9.57, 1.95, 
Varun Beverages, 540180, VBL, Food - Processing - Indian, 603.15, 32.54, 0, 0, 17412.26, 1.30, 11.50, 41.62, 89.91, 0.74, 12.44, 13.96, 455.07, 20.67, 418.33, 3.55, 683.15, 6120.96, 20572.10, 2499.62, 2316.96, 4.16, 6.97, 
Vedanta, 500295, VEDL, Mining / Minerals / Metals, 151.30, 20.75, 0, 0, 56241.15, 1.06, 11.23, 8.46, 10.91, 2.47, 86.18, 15.33, 125.30, 24.24, 6883.00, 3.14, 246.90, 91216.00, 114098.15, 62297.00, 61925.00, 4.40, 0.90, 
Venky's (India), 523261, VENKEYS, Miscellaneous, 1554.45, 41.31, 0, 0, 2189.81, 0.30, 26.27, 13.28, 16.94, 0.28, 6.30, 29.65, 1100.00, 9.11, 164.93, 10.21, 2955.95, 3192.24, 2303.53, 881.49, 867.40, 15.03, 2.48, 
V-Guard Inds., 532953, VGUARD, Electric Equipment, 220.75, 38.75, 1, 0, 9435.97, 0.01, 21.45, 51.40, 44.10, 2.74, 21.19, 28.82, 159.10, 9.28, 183.57, 116.45, 252.00, 2630.93, 9361.34, 899.68, 856.97, 21.28, 10.49, 
Vinati Organics, 524200, VINATIORGA, Pharmaceuticals - Indian - Bulk Drugs, 2192.55, 95.76, 1, 0, 11267.74, 0.00, 24.95, 37.48, 24.41, 1.37, 14.51, 36.41, 1120.00, 38.37, 300.60, 428.03, 2511.00, 1139.14, 11267.62, 1051.28, 1041.00, 23.68, 10.72, 
V I P Inds., 507880, VIPIND, Moulded Luggage, 454.25, 32.82, 1, 0, 6419.34, 0.15, 26.33, 44.04, 33.51, 1.72, 34.79, 38.29, 342.00, 13.85, 117.00, 34.18, 567.00, 1831.03, 6491.26, 581.38, 553.12, 24.71, 11.04, 
V-Mart Retail, 534976, VMART, Trading, 1998.55, 19.25, 0, 0, 3628.09, 0.00, 19.90, 65.14, 39.46, 3.01, 4.94, 29.54, 1676.00, 9.51, 54.36, 8.13, 2903.90, 1525.59, 3611.82, 409.29, 391.14, 18.35, 8.86, 
Voltas, 500575, VOLTAS, Diversified - Mega, 674.65, 43.24, 0, 0, 22323.14, 0.08, 15.05, 42.52, 29.28, 2.43, 23.85, 20.18, 471.00, 7.68, 489.17, 21.99, 705.00, 7629.98, 22316.68, 4109.99, 4076.91, 13.94, 5.43, 
Vardhman Textile, 502986, VTL, Textiles - Cotton/Blended, 936.00, 10.22, 0, 0, 5381.83, 0.41, 12.70, 7.83, 7.90, -7.18, 12.16, 13.41, 849.20, 16.87, 687.65, 9.10, 1155.00, 6828.31, 7615.64, 5590.36, 5533.87, 8.32, 0.96, 
Va Tech Wabag, 533269, WABAG, Engineering, 269.90, 10.86, 0, 0, 1476.09, 0.57, 10.88, 15.60, 27.79, -16.08, 19.59, 15.83, 243.45, 7.47, 94.64, 2.08, 362.95, 2549.64, 1910.39, 1068.91, 1057.97, 6.74, 1.38, 
WABCO India, 533023, WABCOINDIA, Auto Ancillaries, 6197.80, 6.89, 0, 0, 11751.03, 0.00, 17.01, 44.82, 55.75, 2.54, 5.94, 24.25, 5798.40, 14.43, 262.17, 1274.63, 7100.00, 2743.35, 11201.38, 1779.97, 1770.49, 16.84, 6.60, 
Welspun Corp, 532144, WELCORP, Steel - Large, 128.00, 47.47, 0, 0, 3394.89, 0.47, 1.41, 63.92, 33.84, , -13.82, 8.02, 86.80, 4.77, 53.11, 2.01, 164.00, 9560.93, 4029.17, 2797.64, 2665.03, 0.74, 1.21, 
Welspun India, 514162, WELSPUNIND, Textiles - Products, 52.05, 26.95, 0, 0, 5229.59, 1.19, 19.40, 10.75, 16.83, 0.33, 16.53, 14.75, 41.00, 16.49, 232.66, 4.64, 71.00, 6705.61, 8366.86, 2779.32, 2678.85, 8.01, 1.88, 
Westlife Develop, 505533, WESTLIFE, Hotels, 287.90, 11.94, 0, 0, 4481.24, 0.40, 0.62, 162.72, 1900.06, 3.43, 0.00, 2.59, 257.20, 9.31, 27.54, 1.75, 454.45, 1440.29, 4705.95, 583.02, 551.89, 0.33, 7.69, 
Whirlpool India, 500238, WHIRLPOOL, Domestic Appliances, 1955.40, 54.77, 1, 0, 24808.16, 0.00, 21.65, 57.15, 42.85, 2.11, 14.10, 33.55, 1263.40, 11.87, 434.11, 51.20, 1976.00, 5722.39, 23747.16, 2142.67, 2015.80, 20.02, 11.58, 
Wipro, 507685, WIPRO, Computers - Software - Large, 233.50, 5.90, 0, 0, 140940.22, 0.18, 16.90, 15.20, 16.70, 5.33, 6.03, 18.26, 220.50, 19.93, 9270.50, 17.33, 301.60, 59574.30, 135034.02, 56422.90, 55215.80, 13.01, 2.50, 
Wockhardt, 532300, WOCKPHARMA, Pharmaceuticals - Indian - Bulk Drugs & Formln, 255.65, 10.58, 0, 0, 2830.94, 1.08, -8.10, , 33.22, , -18.83, -0.95, 231.20, 3.61, -166.58, -0.06, 578.45, 4013.78, 5522.94, 2674.81, 2619.46, -3.53, 1.06, 
Yes Bank, 532648, YESBANK, Banks - Private Sector, 32.00, 10.34, 0, 0, 8161.06, 12.49, 13.61, 14.23, 19.48, 11.48, 19.36, 7.40, 29.00, 56.79, 573.67, 1.03, 286.00, 30862.85, 317305.84, 26904.97, 26441.19, 1.35, 0.30, 
Zee Entertainmen, 505537, ZEEL, Entertainment / Electronic Media Software, 233.15, 17.07, 1, 0, 22393.63, 0.04, 18.97, 12.54, 34.20, 1.01, 17.02, 25.83, 199.15, 33.67, 1771.30, 19.32, 506.90, 8170.02, 21545.43, 8923.95, 8827.90, 16.18, 2.51, 
Zensar Tech., 504067, ZENSARTECH, Computers - Software - Medium / Small, 215.00, 9.58, 0, 0, 4842.70, 0.15, 16.36, 15.83, 13.98, 3.21, 21.80, 23.36, 196.20, 12.31, 305.93, 10.05, 333.00, 4132.69, 4817.18, 1942.36, 1897.32, 14.57, 2.49, 
Zydus Wellness, 531335, ZYDUSWELL, Food - Processing - Indian, 1691.65, 55.91, 0, 0, 9754.75, 0.46, 12.38, 43.44, 33.05, 4.40, 21.23, 11.31, 1085.00, 20.78, 224.56, 4.43, 1860.20, 1320.02, 11159.71, 3386.28, 3328.62, 15.06, 2.88, 
